STATE,TOTAL_FIRE_SIZE,PRCP,EVAP,TMIN,TMAX,MEAN_ELEVATION,LAND_AREA,WATER_AREA,TOTAL_AREA,PERCENTAGE_FEDERAL_LAND,URBANIZATION_RATE,MONTH_SIN
123136.48330067123,27888.2,20.91,30.64,17.0,283.0,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
116110.42977833615,3.5,17.98,20.5,0.0,256.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
116110.42977833615,18.8,15.4,16.95,-44.0,250.0,580,570641,94743,665384,60.9,64.9,-1.0
114681.66804310515,70.2,7.67,6.0,-22.0,106.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844386
114681.66804310515,0.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-2.4492935982947064e-16
135099.898072209,2.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1.0
135673.23041372665,206.9,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.8660254037844387
116110.42977833615,92692.0,2.25,45.07,-6.0,244.0,580,570641,94743,665384,60.9,64.9,0.49999999999999994
135673.23041372665,446381.2,9.09,40.92,-22.0,289.0,580,570641,94743,665384,60.9,64.9,1.2246467991473532e-16
116110.42977833615,56220.7,12.99,31.46,17.0,283.0,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
123136.48330067123,27.1,23.34,20.01,-33.0,228.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
135099.898072209,14.4,4.0,17.8,-22.0,233.0,580,570641,94743,665384,60.9,64.9,-1.0
135099.898072209,3252.4,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.8660254037844386
116110.42977833615,302.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1.0
135673.23041372665,14145.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.8660254037844387
123136.48330067123,452.2,17.33,39.94,-17.0,250.0,580,570641,94743,665384,60.9,64.9,0.49999999999999994
114681.66804310515,1601554.9,9.38,40.15,-11.0,289.0,580,570641,94743,665384,60.9,64.9,1.2246467991473532e-16
135099.898072209,404789.8,14.46,34.93,44.0,306.0,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
123136.48330067123,4950.3,21.3,13.61,0.0,283.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
116110.42977833615,3.4,11.26,13.29,-50.0,228.0,580,570641,94743,665384,60.9,64.9,-1.0
123136.48330067123,6.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.8660254037844386
114681.66804310515,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.5000000000000004
116110.42977833615,4.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.8660254037844386
135673.23041372665,0.6,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1.0
116110.42977833615,498.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.8660254037844387
123136.48330067123,54480.0,6.37,31.63,-28.0,244.0,580,570641,94743,665384,60.9,64.9,0.49999999999999994
135673.23041372665,31754.2,14.92,25.98,-6.0,306.0,580,570641,94743,665384,60.9,64.9,1.2246467991473532e-16
114681.66804310515,33965.5,28.48,24.67,39.0,272.0,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
123136.48330067123,74.5,32.34,15.0,-33.0,256.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
135673.23041372665,3.2,18.93,11.64,-33.0,189.0,580,570641,94743,665384,60.9,64.9,-1.0
123136.48330067123,1.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.8660254037844386
123136.48330067123,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1.0
116110.42977833615,520.39999,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.8660254037844387
116110.42977833615,781.6,9.47,40.86,-33.0,233.0,580,570641,94743,665384,60.9,64.9,0.49999999999999994
116110.42977833615,914393.9,11.22,35.65,0.0,328.0,580,570641,94743,665384,60.9,64.9,1.2246467991473532e-16
114681.66804310515,90106.1,20.53,27.65,28.0,294.0,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
135673.23041372665,2.4,15.41,17.51,6.0,306.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
114681.66804310515,38.2,11.82,13.77,-22.0,206.0,580,570641,94743,665384,60.9,64.9,-1.0
123136.48330067123,1.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.8660254037844386
123136.48330067123,38.4,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.8660254037844387
135673.23041372665,1208.6,9.04,34.04,-33.0,189.0,580,570641,94743,665384,60.9,64.9,0.49999999999999994
116110.42977833615,738604.4,6.44,36.87,6.0,289.0,580,570641,94743,665384,60.9,64.9,1.2246467991473532e-16
135099.898072209,3594.7,20.19,24.27,11.0,267.0,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
123136.48330067123,41.3,30.74,14.98,-28.0,233.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
116110.42977833615,0.7000000000000001,21.75,9.31,-50.0,156.0,580,570641,94743,665384,60.9,64.9,-1.0
135673.23041372665,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.5000000000000004
123136.48330067123,12891.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-2.4492935982947064e-16
114681.66804310515,2.6,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1.0
123136.48330067123,15.6,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.8660254037844387
114681.66804310515,1700.1,7.02,30.22,-39.0,222.0,580,570641,94743,665384,60.9,64.9,0.49999999999999994
135099.898072209,214004.7,5.8,37.66,6.0,283.0,580,570641,94743,665384,60.9,64.9,1.2246467991473532e-16
123136.48330067123,557.4,30.18,20.09,11.0,239.0,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
135099.898072209,6.7,15.02,19.58,11.0,256.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
123136.48330067123,3616.7,10.32,13.19,-28.0,189.0,580,570641,94743,665384,60.9,64.9,-1.0
114681.66804310515,20.9,10.32,8.16,-189.0,156.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844386
116110.42977833615,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.49999999999999994
135673.23041372665,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1.0
116110.42977833615,604.6,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.8660254037844387
123136.48330067123,639303.6,4.18,38.74,-44.0,278.0,580,570641,94743,665384,60.9,64.9,0.49999999999999994
116110.42977833615,555731.5,6.88,39.38,28.0,278.0,580,570641,94743,665384,60.9,64.9,1.2246467991473532e-16
123136.48330067123,926979.1,20.04,27.05,11.0,289.0,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
116110.42977833615,64019.4,34.2,18.84,-11.0,294.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
135673.23041372665,2.7,24.37,10.35,-72.0,194.0,580,570641,94743,665384,60.9,64.9,-1.0
114681.66804310515,5.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.5000000000000004
135673.23041372665,432.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.49999999999999994
116110.42977833615,281.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1.0
116110.42977833615,599.5,0.0,45.0,-17.0,189.0,580,570641,94743,665384,60.9,64.9,0.8660254037844387
135673.23041372665,13035.5,4.94,33.63,-11.0,211.0,580,570641,94743,665384,60.9,64.9,0.49999999999999994
123136.48330067123,534531.7,7.43,33.6,-6.0,244.0,580,570641,94743,665384,60.9,64.9,1.2246467991473532e-16
114681.66804310515,50167.6,29.07,32.97,-6.0,294.0,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
135673.23041372665,2524.81,17.54,21.33,6.0,294.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
135099.898072209,99.8,15.38,16.62,-33.0,189.0,580,570641,94743,665384,60.9,64.9,-1.0
114681.66804310515,0.8,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.8660254037844386
135099.898072209,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.5000000000000004
135099.898072209,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.49999999999999994
135099.898072209,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1.0
116110.42977833615,27.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.8660254037844387
135099.898072209,11892.6,9.46,34.18,0.0,222.0,580,570641,94743,665384,60.9,64.9,0.49999999999999994
114681.66804310515,4779145.15,6.71,31.9,11.0,306.0,580,570641,94743,665384,60.9,64.9,1.2246467991473532e-16
116110.42977833615,1568044.30019,16.26,28.47,39.0,289.0,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
123136.48330067123,229376.1,10.64,23.3,0.0,306.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
114681.66804310515,3381.8,21.47,25.27,-44.0,183.0,580,570641,94743,665384,60.9,64.9,-1.0
123136.48330067123,0.75,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.8660254037844386
135099.898072209,1.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1.0
123136.48330067123,5969.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.8660254037844387
135099.898072209,253467.2,1.18,46.57,-6.0,228.0,580,570641,94743,665384,60.9,64.9,0.49999999999999994
116110.42977833615,2209361.15,23.56,36.87,11.0,289.0,580,570641,94743,665384,60.9,64.9,1.2246467991473532e-16
123136.48330067123,1631255.2,26.37,34.28,-6.0,261.0,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
123136.48330067123,535813.102,15.26,22.48,-11.0,300.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
123136.48330067123,30.8,23.84,19.55,-56.0,178.0,580,570641,94743,665384,60.9,64.9,-1.0
135673.23041372665,95.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.8660254037844387
135673.23041372665,68858.5,1.8,44.22,-17.0,261.0,580,570641,94743,665384,60.9,64.9,0.49999999999999994
114681.66804310515,158456.1,19.78,33.2,-56.0,256.0,580,570641,94743,665384,60.9,64.9,1.2246467991473532e-16
114681.66804310515,27095.9,17.6,35.34,28.0,272.0,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
116110.42977833615,2.2,30.68,19.1,-17.0,233.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
114681.66804310515,3.6,11.78,20.03,-11.0,194.0,580,570641,94743,665384,60.9,64.9,-1.0
135673.23041372665,2.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.8660254037844386
135673.23041372665,33820.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.8660254037844387
135673.23041372665,50446.3,11.6,31.23,-22.0,244.0,580,570641,94743,665384,60.9,64.9,0.49999999999999994
135099.898072209,128310.8,8.21,34.86,-6.0,272.0,580,570641,94743,665384,60.9,64.9,1.2246467991473532e-16
135673.23041372665,420162.80002,17.41,27.38,28.0,278.0,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
123136.48330067123,37.3,24.83,24.75,17.0,278.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
116110.42977833615,1687.8,26.82,17.97,-44.0,206.0,580,570641,94743,665384,60.9,64.9,-1.0
123136.48330067123,0.4,1.25,18.5,-39.0,111.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844386
135673.23041372665,0.2,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.5000000000000004
135099.898072209,224.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1.0
114681.66804310515,93.9,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.8660254037844387
123136.48330067123,1276.8,5.23,32.35,-44.0,189.0,580,570641,94743,665384,60.9,64.9,0.49999999999999994
116110.42977833615,14605.8,18.51,37.38,33.0,272.0,580,570641,94743,665384,60.9,64.9,1.2246467991473532e-16
116110.42977833615,76102.0,12.4,32.52,39.0,289.0,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
116110.42977833615,136.29999999999998,14.47,22.98,11.0,233.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
135099.898072209,38.5,14.6,16.08,-33.0,217.0,580,570641,94743,665384,60.9,64.9,-1.0
123136.48330067123,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.49999999999999994
116110.42977833615,1000.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1.0
123136.48330067123,241.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.8660254037844387
135099.898072209,334059.41,4.64,33.41,-50.0,261.0,580,570641,94743,665384,60.9,64.9,0.49999999999999994
135673.23041372665,1482052.41,10.65,32.7,-11.0,294.0,580,570641,94743,665384,60.9,64.9,1.2246467991473532e-16
123136.48330067123,1017333.65,5.8,39.15,28.0,322.0,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
135099.898072209,114860.3,16.22,17.77,-39.0,289.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
123136.48330067123,40.1,8.42,21.2,-61.0,228.0,580,570641,94743,665384,60.9,64.9,-1.0
135099.898072209,1.2,0.0,11.25,-22.0,117.0,580,570641,94743,665384,60.9,64.9,-0.8660254037844386
123136.48330067123,5.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.5000000000000004
135673.23041372665,0.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1.0
114681.66804310515,1558.9699999999998,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.8660254037844387
135099.898072209,608126.4,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,0.49999999999999994
135099.898072209,316987.85,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1.2246467991473532e-16
114681.66804310515,206614.55,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.4999999999999997
123136.48330067123,156.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.8660254037844384
116110.42977833615,4046.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-1.0
135673.23041372665,40.9,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.8660254037844386
135673.23041372665,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,-0.5000000000000004
3235.625531143971,48.0,45.18,18.29,-28.0,217.0,150,50645,1775,52420,2.7,57.7,0.49999999999999994
3360.3589609524743,241.8,35.2,25.85,-39.0,256.0,150,50645,1775,52420,2.7,57.7,0.8660254037844386
3226.453098507113,92.7,21.85,38.96,-39.0,278.0,150,50645,1775,52420,2.7,57.7,1.0
3226.453098507113,610.4,17.51,50.48,-33.0,317.0,150,50645,1775,52420,2.7,57.7,0.8660254037844387
3360.3589609524743,204.9,15.44,60.04,39.0,328.0,150,50645,1775,52420,2.7,57.7,0.49999999999999994
3356.765297078413,5.1,33.11,47.39,94.0,356.0,150,50645,1775,52420,2.7,57.7,-0.8660254037844384
3360.3589609524743,0.1,19.48,41.92,61.0,333.0,150,50645,1775,52420,2.7,57.7,-1.0
3360.3589609524743,3.2,18.14,30.34,6.0,289.0,150,50645,1775,52420,2.7,57.7,-0.8660254037844386
3226.453098507113,34.9,37.47,24.04,-50.0,272.0,150,50645,1775,52420,2.7,57.7,-0.5000000000000004
3235.625531143971,12.1,17.71,16.71,-33.0,250.0,150,50645,1775,52420,2.7,57.7,-2.4492935982947064e-16
3301.144764006746,255.6,29.53,17.75,-67.0,239.0,150,50645,1775,52420,2.7,57.7,0.49999999999999994
3226.453098507113,907.9,24.86,27.56,-33.0,244.0,150,50645,1775,52420,2.7,57.7,0.8660254037844386
3360.3589609524743,468.7,37.9,35.41,-39.0,294.0,150,50645,1775,52420,2.7,57.7,1.0
3301.144764006746,57.5,20.25,49.66,-33.0,289.0,150,50645,1775,52420,2.7,57.7,0.8660254037844387
3226.453098507113,7.2,21.3,62.82,56.0,372.0,150,50645,1775,52420,2.7,57.7,1.2246467991473532e-16
3226.453098507113,219.9,24.12,66.55,133.0,400.0,150,50645,1775,52420,2.7,57.7,-0.4999999999999997
3356.765297078413,65.6,31.02,56.57,111.0,372.0,150,50645,1775,52420,2.7,57.7,-0.8660254037844384
3356.765297078413,103.1,30.55,47.56,28.0,367.0,150,50645,1775,52420,2.7,57.7,-1.0
3226.453098507113,100.3,12.83,33.22,-33.0,317.0,150,50645,1775,52420,2.7,57.7,-0.8660254037844386
3226.453098507113,73.5,18.98,21.06,-67.0,278.0,150,50645,1775,52420,2.7,57.7,-0.5000000000000004
3301.144764006746,77.5,32.14,19.63,-67.0,244.0,150,50645,1775,52420,2.7,57.7,-2.4492935982947064e-16
3235.625531143971,3097.1,30.95,18.77,-33.0,239.0,150,50645,1775,52420,2.7,57.7,0.49999999999999994
3356.765297078413,7595.4,20.27,29.22,-39.0,272.0,150,50645,1775,52420,2.7,57.7,0.8660254037844386
3235.625531143971,16857.3,22.51,42.57,-22.0,300.0,150,50645,1775,52420,2.7,57.7,1.0
3301.144764006746,2217.7,20.9,49.38,-17.0,317.0,150,50645,1775,52420,2.7,57.7,0.8660254037844387
3356.765297078413,1314.0,20.55,57.05,-11.0,328.0,150,50645,1775,52420,2.7,57.7,0.49999999999999994
3235.625531143971,143.0,47.71,52.41,161.0,356.0,150,50645,1775,52420,2.7,57.7,1.2246467991473532e-16
3356.765297078413,108.1,39.49,51.14,106.0,350.0,150,50645,1775,52420,2.7,57.7,-0.4999999999999997
3356.765297078413,104.9,23.9,49.78,139.0,356.0,150,50645,1775,52420,2.7,57.7,-0.8660254037844384
3301.144764006746,338.5,12.85,45.39,56.0,339.0,150,50645,1775,52420,2.7,57.7,-1.0
3226.453098507113,133.8,21.12,30.04,6.0,328.0,150,50645,1775,52420,2.7,57.7,-0.8660254037844386
3356.765297078413,2287.5,10.44,27.3,0.0,283.0,150,50645,1775,52420,2.7,57.7,-0.5000000000000004
3235.625531143971,467.1,11.96,17.66,-28.0,244.0,150,50645,1775,52420,2.7,57.7,-2.4492935982947064e-16
3301.144764006746,1031.0,27.63,22.49,-33.0,239.0,150,50645,1775,52420,2.7,57.7,0.49999999999999994
3226.453098507113,7563.8,28.64,35.76,-33.0,283.0,150,50645,1775,52420,2.7,57.7,0.8660254037844386
3301.144764006746,6523.5,31.34,37.03,-22.0,317.0,150,50645,1775,52420,2.7,57.7,1.0
3235.625531143971,8548.8,25.26,49.34,-11.0,311.0,150,50645,1775,52420,2.7,57.7,0.8660254037844387
3356.765297078413,1261.6,15.94,58.2,22.0,344.0,150,50645,1775,52420,2.7,57.7,0.49999999999999994
3301.144764006746,926.1,22.95,59.41,72.0,361.0,150,50645,1775,52420,2.7,57.7,1.2246467991473532e-16
3301.144764006746,3771.0,31.38,65.59,139.0,389.0,150,50645,1775,52420,2.7,57.7,-0.4999999999999997
3301.144764006746,3270.4,26.7,61.04,172.0,400.0,150,50645,1775,52420,2.7,57.7,-0.8660254037844384
3356.765297078413,3222.2,20.84,53.89,83.0,372.0,150,50645,1775,52420,2.7,57.7,-1.0
3235.625531143971,831.1,14.81,39.2,-11.0,333.0,150,50645,1775,52420,2.7,57.7,-0.8660254037844386
3226.453098507113,437.4,20.0,24.97,-56.0,278.0,150,50645,1775,52420,2.7,57.7,-0.5000000000000004
3235.625531143971,1509.7,38.07,18.35,-50.0,261.0,150,50645,1775,52420,2.7,57.7,-2.4492935982947064e-16
3235.625531143971,1668.4,29.53,22.26,-39.0,244.0,150,50645,1775,52420,2.7,57.7,0.49999999999999994
3356.765297078413,11741.2,22.26,34.29,-33.0,294.0,150,50645,1775,52420,2.7,57.7,0.8660254037844386
3226.453098507113,18572.0,43.06,40.64,-33.0,283.0,150,50645,1775,52420,2.7,57.7,1.0
3356.765297078413,6523.2,23.64,52.36,-39.0,311.0,150,50645,1775,52420,2.7,57.7,0.8660254037844387
3235.625531143971,2928.7,10.18,61.62,17.0,378.0,150,50645,1775,52420,2.7,57.7,0.49999999999999994
3356.765297078413,692.5,22.33,60.51,-144.0,356.0,150,50645,1775,52420,2.7,57.7,1.2246467991473532e-16
3356.765297078413,1402.8,37.14,63.65,122.0,367.0,150,50645,1775,52420,2.7,57.7,-0.4999999999999997
3301.144764006746,377.6,30.02,53.4,117.0,350.0,150,50645,1775,52420,2.7,57.7,-0.8660254037844384
3235.625531143971,46.2,40.69,43.56,50.0,333.0,150,50645,1775,52420,2.7,57.7,-1.0
3235.625531143971,511.3,19.3,31.77,-11.0,306.0,150,50645,1775,52420,2.7,57.7,-0.8660254037844386
3235.625531143971,2389.3,13.98,24.17,-39.0,278.0,150,50645,1775,52420,2.7,57.7,-0.5000000000000004
3360.3589609524743,830.0,25.23,21.17,-44.0,267.0,150,50645,1775,52420,2.7,57.7,-2.4492935982947064e-16
3235.625531143971,1595.8,35.3,21.72,-44.0,256.0,150,50645,1775,52420,2.7,57.7,0.49999999999999994
3301.144764006746,2620.1,27.34,22.26,-28.0,278.0,150,50645,1775,52420,2.7,57.7,0.8660254037844386
3235.625531143971,5834.6,15.24,39.08,-11.0,300.0,150,50645,1775,52420,2.7,57.7,1.0
3301.144764006746,3807.7,29.74,48.37,-17.0,289.0,150,50645,1775,52420,2.7,57.7,0.8660254037844387
3360.3589609524743,2147.0,28.02,52.38,17.0,322.0,150,50645,1775,52420,2.7,57.7,0.49999999999999994
3226.453098507113,33.9,35.72,47.77,111.0,339.0,150,50645,1775,52420,2.7,57.7,1.2246467991473532e-16
3226.453098507113,105.9,31.21,59.19,161.0,361.0,150,50645,1775,52420,2.7,57.7,-0.4999999999999997
3301.144764006746,127.8,19.62,54.55,122.0,372.0,150,50645,1775,52420,2.7,57.7,-0.8660254037844384
3226.453098507113,2282.7,18.44,50.93,72.0,383.0,150,50645,1775,52420,2.7,57.7,-1.0
