STATE,PERIOD,TOTAL_FIRE_SIZE,PRCP,EVAP,TMIN,TMAX,MEAN_ELEVATION,LAND_AREA,WATER_AREA,TOTAL_AREA,PERCENTAGE_FEDERAL_LAND,URBANIZATION_RATE,MONTH,YEAR,MONTH_SIN
AK,1995-05-01,9460.8,8.36,34.19,-39.0,294.0,580,570641,94743,665384,60.9,64.9,5,1995,0.49999999999999994
AK,1995-06-01,5671.7,12.83,35.43,-22.0,289.0,580,570641,94743,665384,60.9,64.9,6,1995,1.2246467991473532e-16
AK,1995-07-01,27888.2,20.91,30.64,17.0,283.0,580,570641,94743,665384,60.9,64.9,7,1995,-0.4999999999999997
AK,1995-08-01,3.5,17.98,20.5,0.0,256.0,580,570641,94743,665384,60.9,64.9,8,1995,-0.8660254037844384
AK,1995-09-01,18.8,15.4,16.95,-44.0,250.0,580,570641,94743,665384,60.9,64.9,9,1995,-1.0
AK,1995-10-01,70.2,7.67,6.0,-22.0,106.0,580,570641,94743,665384,60.9,64.9,10,1995,-0.8660254037844386
AK,1995-12-01,0.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,12,1995,-2.4492935982947064e-16
AK,1996-03-01,2.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,3,1996,1.0
AK,1996-04-01,206.9,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,4,1996,0.8660254037844387
AK,1996-05-01,92692.0,2.25,45.07,-6.0,244.0,580,570641,94743,665384,60.9,64.9,5,1996,0.49999999999999994
AK,1996-06-01,446381.2,9.09,40.92,-22.0,289.0,580,570641,94743,665384,60.9,64.9,6,1996,1.2246467991473532e-16
AK,1996-07-01,56220.7,12.99,31.46,17.0,283.0,580,570641,94743,665384,60.9,64.9,7,1996,-0.4999999999999997
AK,1996-08-01,27.1,23.34,20.01,-33.0,228.0,580,570641,94743,665384,60.9,64.9,8,1996,-0.8660254037844384
AK,1996-09-01,14.4,4.0,17.8,-22.0,233.0,580,570641,94743,665384,60.9,64.9,9,1996,-1.0
AK,1996-10-01,3252.4,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,10,1996,-0.8660254037844386
AK,1997-03-01,302.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,3,1997,1.0
AK,1997-04-01,14145.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,4,1997,0.8660254037844387
AK,1997-05-01,452.2,17.33,39.94,-17.0,250.0,580,570641,94743,665384,60.9,64.9,5,1997,0.49999999999999994
AK,1997-06-01,1601554.9,9.38,40.15,-11.0,289.0,580,570641,94743,665384,60.9,64.9,6,1997,1.2246467991473532e-16
AK,1997-07-01,404789.8,14.46,34.93,44.0,306.0,580,570641,94743,665384,60.9,64.9,7,1997,-0.4999999999999997
AK,1997-08-01,4950.3,21.3,13.61,0.0,283.0,580,570641,94743,665384,60.9,64.9,8,1997,-0.8660254037844384
AK,1997-09-01,3.4,11.26,13.29,-50.0,228.0,580,570641,94743,665384,60.9,64.9,9,1997,-1.0
AK,1997-10-01,6.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,10,1997,-0.8660254037844386
AK,1997-11-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,11,1997,-0.5000000000000004
AK,1998-02-01,4.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,2,1998,0.8660254037844386
AK,1998-03-01,0.6,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,3,1998,1.0
AK,1998-04-01,498.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,4,1998,0.8660254037844387
AK,1998-05-01,54480.0,6.37,31.63,-28.0,244.0,580,570641,94743,665384,60.9,64.9,5,1998,0.49999999999999994
AK,1998-06-01,31754.2,14.92,25.98,-6.0,306.0,580,570641,94743,665384,60.9,64.9,6,1998,1.2246467991473532e-16
AK,1998-07-01,33965.5,28.48,24.67,39.0,272.0,580,570641,94743,665384,60.9,64.9,7,1998,-0.4999999999999997
AK,1998-08-01,74.5,32.34,15.0,-33.0,256.0,580,570641,94743,665384,60.9,64.9,8,1998,-0.8660254037844384
AK,1998-09-01,3.2,18.93,11.64,-33.0,189.0,580,570641,94743,665384,60.9,64.9,9,1998,-1.0
AK,1998-10-01,1.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,10,1998,-0.8660254037844386
AK,1999-03-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,3,1999,1.0
AK,1999-04-01,520.39999,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,4,1999,0.8660254037844387
AK,1999-05-01,781.6,9.47,40.86,-33.0,233.0,580,570641,94743,665384,60.9,64.9,5,1999,0.49999999999999994
AK,1999-06-01,914393.9,11.22,35.65,0.0,328.0,580,570641,94743,665384,60.9,64.9,6,1999,1.2246467991473532e-16
AK,1999-07-01,90106.1,20.53,27.65,28.0,294.0,580,570641,94743,665384,60.9,64.9,7,1999,-0.4999999999999997
AK,1999-08-01,2.4,15.41,17.51,6.0,306.0,580,570641,94743,665384,60.9,64.9,8,1999,-0.8660254037844384
AK,1999-09-01,38.2,11.82,13.77,-22.0,206.0,580,570641,94743,665384,60.9,64.9,9,1999,-1.0
AK,1999-10-01,1.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,10,1999,-0.8660254037844386
AK,2000-04-01,38.4,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,4,2000,0.8660254037844387
AK,2000-05-01,1208.6,9.04,34.04,-33.0,189.0,580,570641,94743,665384,60.9,64.9,5,2000,0.49999999999999994
AK,2000-06-01,738604.4,6.44,36.87,6.0,289.0,580,570641,94743,665384,60.9,64.9,6,2000,1.2246467991473532e-16
AK,2000-07-01,3594.7,20.19,24.27,11.0,267.0,580,570641,94743,665384,60.9,64.9,7,2000,-0.4999999999999997
AK,2000-08-01,41.3,30.74,14.98,-28.0,233.0,580,570641,94743,665384,60.9,64.9,8,2000,-0.8660254037844384
AK,2000-09-01,0.7000000000000001,21.75,9.31,-50.0,156.0,580,570641,94743,665384,60.9,64.9,9,2000,-1.0
AK,2000-11-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,11,2000,-0.5000000000000004
AK,2000-12-01,12891.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,12,2000,-2.4492935982947064e-16
AK,2001-03-01,2.6,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,3,2001,1.0
AK,2001-04-01,15.6,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,4,2001,0.8660254037844387
AK,2001-05-01,1700.1,7.02,30.22,-39.0,222.0,580,570641,94743,665384,60.9,64.9,5,2001,0.49999999999999994
AK,2001-06-01,214004.7,5.8,37.66,6.0,283.0,580,570641,94743,665384,60.9,64.9,6,2001,1.2246467991473532e-16
AK,2001-07-01,557.4,30.18,20.09,11.0,239.0,580,570641,94743,665384,60.9,64.9,7,2001,-0.4999999999999997
AK,2001-08-01,6.7,15.02,19.58,11.0,256.0,580,570641,94743,665384,60.9,64.9,8,2001,-0.8660254037844384
AK,2001-09-01,3616.7,10.32,13.19,-28.0,189.0,580,570641,94743,665384,60.9,64.9,9,2001,-1.0
AK,2001-10-01,20.9,10.32,8.16,-189.0,156.0,580,570641,94743,665384,60.9,64.9,10,2001,-0.8660254037844386
AK,2002-01-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1,2002,0.49999999999999994
AK,2002-03-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,3,2002,1.0
AK,2002-04-01,604.6,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,4,2002,0.8660254037844387
AK,2002-05-01,639303.6,4.18,38.74,-44.0,278.0,580,570641,94743,665384,60.9,64.9,5,2002,0.49999999999999994
AK,2002-06-01,555731.5,6.88,39.38,28.0,278.0,580,570641,94743,665384,60.9,64.9,6,2002,1.2246467991473532e-16
AK,2002-07-01,926979.1,20.04,27.05,11.0,289.0,580,570641,94743,665384,60.9,64.9,7,2002,-0.4999999999999997
AK,2002-08-01,64019.4,34.2,18.84,-11.0,294.0,580,570641,94743,665384,60.9,64.9,8,2002,-0.8660254037844384
AK,2002-09-01,2.7,24.37,10.35,-72.0,194.0,580,570641,94743,665384,60.9,64.9,9,2002,-1.0
AK,2002-11-01,5.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,11,2002,-0.5000000000000004
AK,2003-01-01,432.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1,2003,0.49999999999999994
AK,2003-03-01,281.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,3,2003,1.0
AK,2003-04-01,599.5,0.0,45.0,-17.0,189.0,580,570641,94743,665384,60.9,64.9,4,2003,0.8660254037844387
AK,2003-05-01,13035.5,4.94,33.63,-11.0,211.0,580,570641,94743,665384,60.9,64.9,5,2003,0.49999999999999994
AK,2003-06-01,534531.7,7.43,33.6,-6.0,244.0,580,570641,94743,665384,60.9,64.9,6,2003,1.2246467991473532e-16
AK,2003-07-01,50167.6,29.07,32.97,-6.0,294.0,580,570641,94743,665384,60.9,64.9,7,2003,-0.4999999999999997
AK,2003-08-01,2524.81,17.54,21.33,6.0,294.0,580,570641,94743,665384,60.9,64.9,8,2003,-0.8660254037844384
AK,2003-09-01,99.8,15.38,16.62,-33.0,189.0,580,570641,94743,665384,60.9,64.9,9,2003,-1.0
AK,2003-10-01,0.8,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,10,2003,-0.8660254037844386
AK,2003-11-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,11,2003,-0.5000000000000004
AK,2004-01-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1,2004,0.49999999999999994
AK,2004-03-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,3,2004,1.0
AK,2004-04-01,27.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,4,2004,0.8660254037844387
AK,2004-05-01,11892.6,9.46,34.18,0.0,222.0,580,570641,94743,665384,60.9,64.9,5,2004,0.49999999999999994
AK,2004-06-01,4779145.15,6.71,31.9,11.0,306.0,580,570641,94743,665384,60.9,64.9,6,2004,1.2246467991473532e-16
AK,2004-07-01,1568044.30019,16.26,28.47,39.0,289.0,580,570641,94743,665384,60.9,64.9,7,2004,-0.4999999999999997
AK,2004-08-01,229376.1,10.64,23.3,0.0,306.0,580,570641,94743,665384,60.9,64.9,8,2004,-0.8660254037844384
AK,2004-09-01,3381.8,21.47,25.27,-44.0,183.0,580,570641,94743,665384,60.9,64.9,9,2004,-1.0
AK,2004-10-01,0.75,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,10,2004,-0.8660254037844386
AK,2005-03-01,1.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,3,2005,1.0
AK,2005-04-01,5969.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,4,2005,0.8660254037844387
AK,2005-05-01,253467.2,1.18,46.57,-6.0,228.0,580,570641,94743,665384,60.9,64.9,5,2005,0.49999999999999994
AK,2005-06-01,2209361.15,23.56,36.87,11.0,289.0,580,570641,94743,665384,60.9,64.9,6,2005,1.2246467991473532e-16
AK,2005-07-01,1631255.2,26.37,34.28,-6.0,261.0,580,570641,94743,665384,60.9,64.9,7,2005,-0.4999999999999997
AK,2005-08-01,535813.102,15.26,22.48,-11.0,300.0,580,570641,94743,665384,60.9,64.9,8,2005,-0.8660254037844384
AK,2005-09-01,30.8,23.84,19.55,-56.0,178.0,580,570641,94743,665384,60.9,64.9,9,2005,-1.0
AK,2006-04-01,95.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,4,2006,0.8660254037844387
AK,2006-05-01,68858.5,1.8,44.22,-17.0,261.0,580,570641,94743,665384,60.9,64.9,5,2006,0.49999999999999994
AK,2006-06-01,158456.1,19.78,33.2,-56.0,256.0,580,570641,94743,665384,60.9,64.9,6,2006,1.2246467991473532e-16
AK,2006-07-01,27095.9,17.6,35.34,28.0,272.0,580,570641,94743,665384,60.9,64.9,7,2006,-0.4999999999999997
AK,2006-08-01,2.2,30.68,19.1,-17.0,233.0,580,570641,94743,665384,60.9,64.9,8,2006,-0.8660254037844384
AK,2006-09-01,3.6,11.78,20.03,-11.0,194.0,580,570641,94743,665384,60.9,64.9,9,2006,-1.0
AK,2006-10-01,2.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,10,2006,-0.8660254037844386
AK,2007-04-01,33820.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,4,2007,0.8660254037844387
AK,2007-05-01,50446.3,11.6,31.23,-22.0,244.0,580,570641,94743,665384,60.9,64.9,5,2007,0.49999999999999994
AK,2007-06-01,128310.8,8.21,34.86,-6.0,272.0,580,570641,94743,665384,60.9,64.9,6,2007,1.2246467991473532e-16
AK,2007-07-01,420162.80002,17.41,27.38,28.0,278.0,580,570641,94743,665384,60.9,64.9,7,2007,-0.4999999999999997
AK,2007-08-01,37.3,24.83,24.75,17.0,278.0,580,570641,94743,665384,60.9,64.9,8,2007,-0.8660254037844384
AK,2007-09-01,1687.8,26.82,17.97,-44.0,206.0,580,570641,94743,665384,60.9,64.9,9,2007,-1.0
AK,2007-10-01,0.4,1.25,18.5,-39.0,111.0,580,570641,94743,665384,60.9,64.9,10,2007,-0.8660254037844386
AK,2007-11-01,0.2,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,11,2007,-0.5000000000000004
AK,2008-03-01,224.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,3,2008,1.0
AK,2008-04-01,93.9,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,4,2008,0.8660254037844387
AK,2008-05-01,1276.8,5.23,32.35,-44.0,189.0,580,570641,94743,665384,60.9,64.9,5,2008,0.49999999999999994
AK,2008-06-01,14605.8,18.51,37.38,33.0,272.0,580,570641,94743,665384,60.9,64.9,6,2008,1.2246467991473532e-16
AK,2008-07-01,76102.0,12.4,32.52,39.0,289.0,580,570641,94743,665384,60.9,64.9,7,2008,-0.4999999999999997
AK,2008-08-01,136.29999999999998,14.47,22.98,11.0,233.0,580,570641,94743,665384,60.9,64.9,8,2008,-0.8660254037844384
AK,2008-09-01,38.5,14.6,16.08,-33.0,217.0,580,570641,94743,665384,60.9,64.9,9,2008,-1.0
AK,2009-01-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,1,2009,0.49999999999999994
AK,2009-03-01,1000.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,3,2009,1.0
AK,2009-04-01,241.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,4,2009,0.8660254037844387
AK,2009-05-01,334059.41,4.64,33.41,-50.0,261.0,580,570641,94743,665384,60.9,64.9,5,2009,0.49999999999999994
AK,2009-06-01,1482052.41,10.65,32.7,-11.0,294.0,580,570641,94743,665384,60.9,64.9,6,2009,1.2246467991473532e-16
AK,2009-07-01,1017333.65,5.8,39.15,28.0,322.0,580,570641,94743,665384,60.9,64.9,7,2009,-0.4999999999999997
AK,2009-08-01,114860.3,16.22,17.77,-39.0,289.0,580,570641,94743,665384,60.9,64.9,8,2009,-0.8660254037844384
AK,2009-09-01,40.1,8.42,21.2,-61.0,228.0,580,570641,94743,665384,60.9,64.9,9,2009,-1.0
AK,2009-10-01,1.2,0.0,11.25,-22.0,117.0,580,570641,94743,665384,60.9,64.9,10,2009,-0.8660254037844386
AK,2009-11-01,5.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,11,2009,-0.5000000000000004
AK,2010-03-01,0.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,3,2010,1.0
AK,2010-04-01,1558.9699999999998,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,4,2010,0.8660254037844387
AK,2010-05-01,608126.4,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,5,2010,0.49999999999999994
AK,2010-06-01,316987.85,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,6,2010,1.2246467991473532e-16
AK,2010-07-01,206614.55,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,7,2010,-0.4999999999999997
AK,2010-08-01,156.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,8,2010,-0.8660254037844384
AK,2010-09-01,4046.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,9,2010,-1.0
AK,2010-10-01,40.9,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,10,2010,-0.8660254037844386
AK,2010-11-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,580,570641,94743,665384,60.9,64.9,11,2010,-0.5000000000000004
AL,1992-01-01,48.0,45.18,18.29,-28.0,217.0,150,50645,1775,52420,2.7,57.7,1,1992,0.49999999999999994
AL,1992-02-01,241.8,35.2,25.85,-39.0,256.0,150,50645,1775,52420,2.7,57.7,2,1992,0.8660254037844386
AL,1992-03-01,92.7,21.85,38.96,-39.0,278.0,150,50645,1775,52420,2.7,57.7,3,1992,1.0
AL,1992-04-01,610.4,17.51,50.48,-33.0,317.0,150,50645,1775,52420,2.7,57.7,4,1992,0.8660254037844387
AL,1992-05-01,204.9,15.44,60.04,39.0,328.0,150,50645,1775,52420,2.7,57.7,5,1992,0.49999999999999994
AL,1992-08-01,5.1,33.11,47.39,94.0,356.0,150,50645,1775,52420,2.7,57.7,8,1992,-0.8660254037844384
AL,1992-09-01,0.1,19.48,41.92,61.0,333.0,150,50645,1775,52420,2.7,57.7,9,1992,-1.0
AL,1992-10-01,3.2,18.14,30.34,6.0,289.0,150,50645,1775,52420,2.7,57.7,10,1992,-0.8660254037844386
AL,1992-11-01,34.9,37.47,24.04,-50.0,272.0,150,50645,1775,52420,2.7,57.7,11,1992,-0.5000000000000004
AL,1992-12-01,12.1,17.71,16.71,-33.0,250.0,150,50645,1775,52420,2.7,57.7,12,1992,-2.4492935982947064e-16
AL,1993-01-01,255.6,29.53,17.75,-67.0,239.0,150,50645,1775,52420,2.7,57.7,1,1993,0.49999999999999994
AL,1993-02-01,907.9,24.86,27.56,-33.0,244.0,150,50645,1775,52420,2.7,57.7,2,1993,0.8660254037844386
AL,1993-03-01,468.7,37.9,35.41,-39.0,294.0,150,50645,1775,52420,2.7,57.7,3,1993,1.0
AL,1993-04-01,57.5,20.25,49.66,-33.0,289.0,150,50645,1775,52420,2.7,57.7,4,1993,0.8660254037844387
AL,1993-06-01,7.2,21.3,62.82,56.0,372.0,150,50645,1775,52420,2.7,57.7,6,1993,1.2246467991473532e-16
AL,1993-07-01,219.9,24.12,66.55,133.0,400.0,150,50645,1775,52420,2.7,57.7,7,1993,-0.4999999999999997
AL,1993-08-01,65.6,31.02,56.57,111.0,372.0,150,50645,1775,52420,2.7,57.7,8,1993,-0.8660254037844384
AL,1993-09-01,103.1,30.55,47.56,28.0,367.0,150,50645,1775,52420,2.7,57.7,9,1993,-1.0
AL,1993-10-01,100.3,12.83,33.22,-33.0,317.0,150,50645,1775,52420,2.7,57.7,10,1993,-0.8660254037844386
AL,1993-11-01,73.5,18.98,21.06,-67.0,278.0,150,50645,1775,52420,2.7,57.7,11,1993,-0.5000000000000004
AL,1993-12-01,77.5,32.14,19.63,-67.0,244.0,150,50645,1775,52420,2.7,57.7,12,1993,-2.4492935982947064e-16
AL,1994-01-01,3097.1,30.95,18.77,-33.0,239.0,150,50645,1775,52420,2.7,57.7,1,1994,0.49999999999999994
AL,1994-02-01,7595.4,20.27,29.22,-39.0,272.0,150,50645,1775,52420,2.7,57.7,2,1994,0.8660254037844386
AL,1994-03-01,16857.3,22.51,42.57,-22.0,300.0,150,50645,1775,52420,2.7,57.7,3,1994,1.0
AL,1994-04-01,2217.7,20.9,49.38,-17.0,317.0,150,50645,1775,52420,2.7,57.7,4,1994,0.8660254037844387
AL,1994-05-01,1314.0,20.55,57.05,-11.0,328.0,150,50645,1775,52420,2.7,57.7,5,1994,0.49999999999999994
AL,1994-06-01,143.0,47.71,52.41,161.0,356.0,150,50645,1775,52420,2.7,57.7,6,1994,1.2246467991473532e-16
AL,1994-07-01,108.1,39.49,51.14,106.0,350.0,150,50645,1775,52420,2.7,57.7,7,1994,-0.4999999999999997
AL,1994-08-01,104.9,23.9,49.78,139.0,356.0,150,50645,1775,52420,2.7,57.7,8,1994,-0.8660254037844384
AL,1994-09-01,338.5,12.85,45.39,56.0,339.0,150,50645,1775,52420,2.7,57.7,9,1994,-1.0
AL,1994-10-01,133.8,21.12,30.04,6.0,328.0,150,50645,1775,52420,2.7,57.7,10,1994,-0.8660254037844386
AL,1994-11-01,2287.5,10.44,27.3,0.0,283.0,150,50645,1775,52420,2.7,57.7,11,1994,-0.5000000000000004
AL,1994-12-01,467.1,11.96,17.66,-28.0,244.0,150,50645,1775,52420,2.7,57.7,12,1994,-2.4492935982947064e-16
AL,1995-01-01,1031.0,27.63,22.49,-33.0,239.0,150,50645,1775,52420,2.7,57.7,1,1995,0.49999999999999994
AL,1995-02-01,7563.8,28.64,35.76,-33.0,283.0,150,50645,1775,52420,2.7,57.7,2,1995,0.8660254037844386
AL,1995-03-01,6523.5,31.34,37.03,-22.0,317.0,150,50645,1775,52420,2.7,57.7,3,1995,1.0
AL,1995-04-01,8548.8,25.26,49.34,-11.0,311.0,150,50645,1775,52420,2.7,57.7,4,1995,0.8660254037844387
AL,1995-05-01,1261.6,15.94,58.2,22.0,344.0,150,50645,1775,52420,2.7,57.7,5,1995,0.49999999999999994
AL,1995-06-01,926.1,22.95,59.41,72.0,361.0,150,50645,1775,52420,2.7,57.7,6,1995,1.2246467991473532e-16
AL,1995-07-01,3771.0,31.38,65.59,139.0,389.0,150,50645,1775,52420,2.7,57.7,7,1995,-0.4999999999999997
AL,1995-08-01,3270.4,26.7,61.04,172.0,400.0,150,50645,1775,52420,2.7,57.7,8,1995,-0.8660254037844384
